id,name,name_sk,description,years_of_study,slug,is_in_combination,academic_degree_id,faculty_id,direction_id,direction_2_id,created_at,updated_at
402,компьютерные и коммуникационные системы и сети,počítačové a komunikačné systémy a siete,,3,,0,1,24,22,,,
403,компьютерные сети,počítačové siete,,3,,0,1,19,22,,,
404,компьютерные сети,počítačové siete,,2,,0,3,19,22,,,
405,компьютерные системы и сеть,počítačové systémy a siete,,3,,0,1,24,22,,,
406,компьютерный дизайн и моделирование,počítačové konštruovanie a simulácie,,3,,0,1,103,20,,,
407,кормление животных и технологии кормов,výživa zvierat a krmivárstvo,,2,,0,3,6,18,,,
408,кормление и защита растений,výživa a ochrana rastlín,,2,,0,3,6,18,,,
409,космическая инженерия,kozmické inžinierstvo,,2,,0,3,18,21,,,
410,коучинг,trénerstvo,,3,,0,1,48,17,,,
411,коучинг,trénerstvo,,2,,0,4,48,17,,,
412,культуррология,kulturológia,,3,,0,1,67,1,,,
413,культуррология,kulturológia,,2,,0,4,67,1,,,
414,ландшафтная архитектура и ландшафтное планирование,krajinná architektúra a krajinné plánovanie,,3,,0,1,8,18,,,
415,ландшафтная и садовая архитектура,krajinná a záhradná architektúra,,2,,0,3,54,18,,,
416,ландшафтная и садовая архитектура,krajinná a záhradná architektúra,,4,,0,1,54,18,,,
417,ландшафтная инженерия,krajinné inžinierstvo,,3,,0,1,54,18,,,
418,ландшафтная инженерия,krajinné inžinierstvo,,2,,0,3,54,18,,,
419,ландшафты и ландшафтное планирование,krajinárstvo a krajinné plánovanie,,2,,0,3,98,18,,,
420,ландшафты и ландшафтное планирование,krajinárstvo a krajinné plánovanie,,3,,0,1,98,18,,,
421,латинский язык и культура,latinský jazyk a kultúra (v kombinácii),,3,,1,1,66,3,,,
422,латинский язык и литература - британские и американские исследования,latinský jazyk a literatúra - britské a americké štúdiá,,3,,0,1,69,3,,,
423,латинский язык и литература - история,latinský jazyk a literatúra - história,,3,,0,1,69,3,7,,
424,латинский язык и литература - немецкий язык и литература,latinský jazyk a literatúra - nemecký jazyk a literatúra,,3,,0,1,69,3,,,
425,латинский язык и литература - словацкий язык и литература,latinský jazyk a literatúra - slovenský jazyk a literatúra,,3,,0,1,69,3,,,
426,латинский язык и литература - философия,latinský jazyk a literatúra - filozofia,,3,,0,1,69,3,5,,
427,лесное хозяйство,lesníctvo,,3,,0,1,77,31,,,
428,логопедия,logopédia,,5,,0,4,85,34,,,
429,маркетинговая коммуникация и реклама,marketingová komunikácia a reklama,,3,,0,1,67,12,,,
430,маркетинговая коммуникация и реклама,marketingová komunikácia a reklama,,2,,0,4,67,12,,,
431,маркетинговые коммуникации,marketingová komunikácia,,3,,0,1,27,12,,,
432,маркетинговые коммуникации,marketingová komunikácia,,2,,0,4,27,12,,,
433,маркетинговые коммуникации,marketingová komunikácia,,3,,0,1,66,12,,,
434,маркетинговые коммуникации,marketingová komunikácia,,2,,0,4,66,12,,,
435,маркетинговый и торговый менеджмент,marketingový a obchodný manažment,,2,,0,3,81,2,,,
436,массмедийная коммуникация,masmediálna komunikácia,,3,,0,1,27,12,,,
437,массмедийная коммуникация,masmediálna komunikácia,,2,,0,4,27,12,,,
438,математика,matematika,,3,,0,1,28,28,,,
439,математика,matematika,,2,,0,4,28,28,,,
440,математика,matematika,,3,,0,1,36,28,,,
441,математика,matematika,,3,,0,1,95,28,,,
442,математика - биология,matematika - biológia,,3,,0,1,95,28,13,,
443,математика - география,matematika - geografia,,3,,0,1,95,28,15,,
444,математика - информатика,matematika - informatika,,3,,0,1,95,28,22,,
445,математика - психология,matematika - psychológia,,3,,0,1,95,28,10,,
446,математика - физика,matematika - fyzika,,3,,0,1,95,28,33,,
447,математика - химия,matematika - chémia,,3,,0,1,95,28,27,,
448,математика в анализе данных и финансах,matematika v analýze dát a vo financiách,,2,,0,4,36,28,,,
449,математические статистические и информационные методы в области экономики и финансов,matematicko-štatistické a informačné metódy v ekonómii a finančníctve,,3,,0,1,38,28,,,
450,математические статистические и информационные методы в области экономики и финансов,matematicko-štatistické a informačné metódy v ekonómii a finančníctve,,2,,0,4,38,28,,,
451,математическо-компьютерное моделирование,matematicko-počítačové modelovanie,,3,,0,1,98,28,,,
452,математическо-компьютерное моделирование,matematicko-počítačové modelovanie,,2,,0,3,98,28,,,
453,математическое обучение (в комбинации),učiteľstvo matematiky (v kombinácii),,2,,1,4,28,9,,,
454,математическое обучение (в комбинации),učiteľstvo matematiky (v kombinácii),,3,,1,1,28,9,,,
455,материалы,materiály,,3,,0,1,29,20,,,
456,материальная инженерия,materiálové inžinierstvo,,3,,0,1,79,20,,,
457,материальная инженерия,materiálové inžinierstvo,,2,,0,3,79,20,,,
458,машиностроение,strojné inžinierstvo,,3,,0,1,102,20,,,
459,машиностроение,strojné inžinierstvo,,2,,0,3,102,20,,,
460,"машины и устройства для строительства, обработки и сельского хозяйства","stroje a zariadenia pre stavebníctvo, úpravníctvo a poľnohospodárstvo",,2,,0,3,101,20,,,
461,медиаматика,mediamatika,,3,,0,1,41,12,,,
462,медиаматика и культурное наследие,mediamatika a kultúrne dedičstvo,,3,,0,1,23,12,,,
463,медиаматика и культурное наследие,mediamatika a kultúrne dedičstvo,,2,,0,4,23,12,,,
464,медицинская биология,medicínska biológia,,3,,0,1,94,13,,,
465,медицинская педагогика,liečebná pedagogika,,2,,0,4,85,34,,,
466,медицинская педагогика,liečebná pedagogika,,3,,0,1,85,34,,,
467,международная экономика и развитие,medzinárodná ekonomika a rozvoj,,2,,0,3,16,2,,,
468,международное предпринимательство,medzinárodné podnikanie,,3,,0,1,81,2,,,
469,международные связи,medzinárodné vzťahy,,2,,0,4,33,16,,,
470,международные связи,medzinárodné vzťahy,,3,,0,1,33,16,,,
471,международные экономические отношения,medzinárodné ekonomické vzťahy,,3,,0,1,30,2,,,
472,международный бизнес аграрных товаров,medzinárodné podnikanie s agrárnymi komoditami,,3,,0,1,16,2,,,
473,международный менеджмент,medzinárodný manažment,,3,,0,1,25,2,,,
474,международный менеджмент,medzinárodný manažment,,2,,0,4,25,2,,,
475,менеджерская математика,manažérska matematika,,2,,0,4,28,28,,,
476,менеджерская математика,manažérska matematika,,3,,0,1,28,28,,,
477,менеджмент,manažment,,3,,0,1,4,2,,,
478,менеджмент,manažment,,3,,0,1,25,2,,,
479,менеджмент,manažment,,2,,0,4,25,2,,,
480,менеджмент,manažment,,2,,0,4,26,2,,,
481,менеджмент,manažment,,3,,0,1,26,2,,,
482,менеджмент,manažment,,3,,0,1,39,2,,,
483,менеджмент,manažment,,3,,0,1,82,2,,,
484,менеджмент безопастности,bezpečnostný manažment,,3,,0,1,10,26,,,
485,менеджмент безопастности,bezpečnostný manažment,,2,,0,3,10,26,,,
486,менеджмент бизнеса,manažment podniku,,3,,0,1,16,2,,,
487,менеджмент бизнеса,manažment podniku,,2,,0,3,16,2,,,
488,менеджмент в спорте,športový manažment,,3,,0,1,48,17,2,,
489,менеджмент в туризме и гостиничном бизнесе,manažment v turizme a hotelierstve,,3,,0,1,112,2,,,
490,менеджмент воздушного транспорта,manažérstvo leteckej dopravy,,3,,0,1,78,30,,,
491,менеджмент воздушного транспорта,manažérstvo leteckej dopravy,,2,,0,3,78,30,,,
492,менеджмент и консультирование в области образования и воспитания,manažment a poradenstvo vo výchove a vzdelávaní,,2,,0,4,87,9,,,
493,менеджмент международной торговли,manažment medzinárodného obchodu,,2,,0,3,81,2,,,
494,менеджмент производства продукии растениеводства,manažment rastlinnej výroby,,2,,0,3,6,18,,,
495,менеджмент производства продукии растениеводства,manažment rastlinnej výroby,,3,,0,1,6,18,,,
496,менеджмент производства продукции животноводства,manažment živočíšnej výroby,,3,,0,1,6,18,,,
497,менеджмент производства продукции животноводства,manažment živočíšnej výroby,,2,,0,3,6,18,,,
498,менеджмент процессов,manažérstvo procesov,,3,,0,1,9,15,,,
499,менеджмент регионального туризма,manažment regionálneho cestovného ruchu,,2,,0,4,46,2,,,
500,металлургия,hutníctvo,,3,,0,1,29,15,,,
501,металлургия,hutníctvo,,2,,0,3,29,15,,,
502,методы лабораторного обследования в здравоохранении,laboratórne vyšetrovacie metódy v zdravotníctve,,3,,0,1,57,6,,,
503,методы лабораторного обследования в здравоохранении,laboratórne vyšetrovacie metódy v zdravotníctve,,2,,0,4,59,6,,,
504,мехатроника,mechatronika,,2,,0,3,101,23,,,
505,мехатроника в технологическом оборудовании,mechatronika v technologických zariadeniach,,3,,0,1,79,23,,,
506,микробиология и вирусология,mikrobiológia a virológia,,2,,0,4,94,13,,,
507,микроэлектроника,mikroelektronika,,2,,0,3,18,21,,,
508,"минералогия, петрология и геология","mineralógia, petrológia a ložisková geológia",,2,,0,4,94,15,,,
509,минералургия и технологии окружающей среды,mineralurgia a environmentálne technológie,,2,,0,3,9,15,,,
510,молекулярная биология,molekulárna biológia,,2,,0,4,94,13,,,
511,монтаж и звуковая композиция,strihová a zvuková skladba,,3,,0,1,62,1,,,
512,монтаж и звуковая композиция,strihová a zvuková skladba,,2,,0,2,62,1,,,
513,музеология,muzeológia,,2,,0,4,67,7,,,
514,музыкальная интерпретация и создание,hudobná interpretácia a tvorba,,2,,0,2,72,1,,,
515,музыкальная интерпретация и создание,hudobná interpretácia a tvorba,,3,,0,1,72,1,,,
516,музыковедение,muzikológia,,2,,0,4,66,1,,,
517,музыковедение,muzikológia,,3,,0,1,66,1,,,
518,мультимедийная инженерия,multimediálne inžinierstvo,,2,,0,3,17,22,,,
519,мультимедийная информационнаые и коммуникационные технологии,multimediálne informačné a komunikačné technológie,,2,,0,3,18,22,,,
520,мультимедийные технологии,multimediálne technológie,,3,,0,1,17,22,,,
521,написание сценариев и режиссура художественных и документальных фильмов,scenáristika a réžia hraného a dokumentárneho filmu,,3,,0,1,62,1,,,
522,написание сценариев и режиссура художественных и документальных фильмов,scenáristika a réžia hraného a dokumentárneho filmu,,2,,0,2,62,1,,,
523,народное питание,výživa ľudí,,2,,0,3,6,18,,,
524,народное питание,výživa ľudí,,3,,0,1,6,18,,,
525,натуральные и синтетические полимеры,prírodné a syntetické polyméry,,2,,0,3,12,27,,,
526,наука данных,dátová veda,,3,,0,1,28,22,28,,
527,наука садоводства,International Master of Horticulture Science,,2,,0,5,54,18,,,
528,немецкий язык и культура,nemecký jazyk a kultúra (v kombinácii),,2,,1,4,64,3,,,
529,немецкий язык и культура,nemecký jazyk a kultúra (v kombinácii),,3,,1,1,64,3,,,
530,немецкий язык и культура,nemecký jazyk a kultúra (v kombinácii),,2,,1,4,66,3,,,
531,немецкий язык и культура,nemecký jazyk a kultúra (v kombinácii),,3,,1,1,66,3,,,
532,немецкий язык и культура,nemecký jazyk a kultúra,,2,,0,4,68,3,,,
533,немецкий язык и культура,nemecký jazyk a kultúra,,3,,0,1,68,3,,,
534,немецкий язык и культура,nemecký jazyk a kultúra (v kombinácii),,3,,1,1,68,3,,,
535,немецкий язык и культура,nemecký jazyk a kultúra (v kombinácii),,2,,1,4,68,3,,,
536,немецкий язык и культура в профессиональном общении,nemecký jazyk a kultúra v odbornej komunikácii,,3,,0,1,70,3,,,
537,немецкий язык и культура в профессиональном общении,nemecký jazyk a kultúra v odbornej komunikácii,,2,,0,4,70,3,,,
538,немецкий язык и литература - география,nemecký jazyk a literatúra - geografia,,3,,0,1,69,3,15,,
539,немецкий язык и литература - информатика,nemecký jazyk a literatúra - informatika,,3,,0,1,69,3,22,,
540,немецкий язык и литература - психология,nemecký jazyk a literatúra - psychológia,,3,,0,1,69,3,10,,
541,немецкий язык и литература - философия,nemecký jazyk a literatúra - filozofia,,3,,0,1,69,3,5,,
542,неорганическая химия,anorganická chémia,,2,,0,4,94,27,,,
543,неорганическая химия,anorganická chémia,,2,,0,4,95,27,,,
544,неотложная медицинская помощь,urgentná zdravotná starostlivosť,,3,,0,1,57,6,,,
545,ностыне конструкции зданий,nosné konštrukcie stavieb,,2,,0,3,98,25,,,
546,носящие конструкции и транспортные сооружения,nosné konštrukcie a dopravné stavby,,2,,0,3,99,25,,,
547,обработка и монтаж,obrábanie a montáž,,2,,0,3,79,20,,,
548,обработка и переработка отходов,spracovanie a recyklácia odpadov,,2,,0,3,29,15,,,
549,обработка и переработка отходов,spracovanie a recyklácia odpadov,,3,,0,1,29,15,,,
550,обработка и применение неметаллов,spracovanie a aplikácia nekovov,,2,,0,3,79,20,,,
551,образование для взрослых и безопасность работы,vzdelávanie dospelých a bezpečnosť práce,,3,,0,1,86,9,,,
552,образование и консультациях для взрослых,vzdelávanie dospelých a poradenstvo,,2,,0,4,86,9,,,
553,обслуживание и ремонт автомобилей,servis a opravy automobilov,,3,,0,1,44,20,,,
554,обучение и обучение физическому воспитанию,trénerstvo a učiteľstvo telesnej výchovy,,3,,0,1,48,17,9,,
555,обучение и обучение физическому воспитанию,trénerstvo a učiteľstvo telesnej výchovy,,2,,0,4,48,17,9,,
556,общая ветеринарная медицина,všeobecné veterinárske lekárstvo,,6,,0,9,113,35,,,
557,общая медицина,všeobecné lekárstvo,,6,,0,7,73,6,,,
558,общая медицина,všeobecné lekárstvo,,6,,0,7,74,6,,,
559,общая медицина,všeobecné lekárstvo,,6,,0,7,75,6,,,
560,общая медицина,všeobecné lekárstvo,,6,,0,7,76,6,,,
561,общее сельское хозяйство,všeobecné poľnohospodárstvo,,3,,0,1,6,18,,,
562,общественный транспорт,cestná doprava,,3,,0,1,34,30,,,
563,общественный транспорт,cestná doprava,,2,,0,3,34,30,,,
564,общий менеджмент,všeobecný manažment,,2,,0,3,32,2,,,
565,окружающая среда,environmentalistika,,3,,0,1,94,14,,,
566,"оптика, лазеры и оптическая спектроскопия","optika, lasery a optická spektroskopia",,2,,0,4,28,33,,,
567,органическая и биоорганическая химия,organická a bioorganická chémia,,2,,0,4,94,27,,,
568,органическая химия,organická chémia,,2,,0,4,95,27,,,
569,основы христианской философии и католического богословия,základy kresťanskej filozofie a katolíckej teológie,,3,,0,1,105,8,,,
570,отношения человек - животное и его использование в канистерапии и гиппотерапии,vzťah človek - zviera a jeho využitie v canisterapii a hipoterapii,,3,,0,1,113,35,,,
571,палеонтология,paleontológia,,3,,0,1,94,15,,,
572,палеонтология,paleontológia,,2,,0,4,94,15,,,
573,педагогика,pedagogika,,2,,0,4,66,9,,,
574,педагогика,pedagogika,,3,,0,1,66,9,,,
575,педагогика,pedagogika,,3,,0,1,82,9,,,
576,перевод и интерпретация английский язык и культура,prekladateľstvo a tlmočníctvo anglický jazyk a kultúra (v kombinácii),,3,,1,1,67,3,,,
577,перевод и интерпретация английский язык и культура,prekladateľstvo a tlmočníctvo anglický jazyk a kultúra (v kombinácii),,2,,1,4,67,3,,,
578,перевод и интерпретация венгерский язык и культура,prekladateľstvo a tlmočníctvo maďarský jazyk a kultúra (v kombinácii),,3,,1,1,46,3,,,
579,перевод и интерпретация венгерский язык и культура,prekladateľstvo a tlmočníctvo maďarský jazyk a kultúra (v kombinácii),,2,,1,4,46,3,,,
580,перевод и интерпретация испанский язык и культура,prekladateľstvo a tlmočníctvo španielsky jazyk a kultúra (v kombinácii),,2,,1,4,67,3,,,
581,перевод и интерпретация испанский язык и культура,prekladateľstvo a tlmočníctvo španielsky jazyk a kultúra (v kombinácii),,3,,1,1,67,3,,,
582,перевод и интерпретация немецкий язык и культура,prekladateľstvo a tlmočníctvo nemecký jazyk a kultúra (v kombinácii),,2,,1,4,67,3,,,
583,перевод и интерпретация немецкий язык и культура,prekladateľstvo a tlmočníctvo nemecký jazyk a kultúra (v kombinácii),,3,,1,1,67,3,,,
584,перевод и интерпретация русский язык и культура,prekladateľstvo a tlmočníctvo ruský jazyk a kultúra (v kombinácii),,2,,1,4,67,3,,,
585,перевод и интерпретация русский язык и культура,prekladateľstvo a tlmočníctvo ruský jazyk a kultúra (v kombinácii),,3,,1,1,67,3,,,
586,перевод и интерпретация словацкий язык и культура,prekladateľstvo a tlmočníctvo slovenský jazyk a kultúra (v kombinácii),,2,,1,4,67,3,,,
587,перевод и интерпретация словацкий язык и культура,prekladateľstvo a tlmočníctvo slovenský jazyk a kultúra (v kombinácii),,3,,1,1,67,3,,,
588,пилот,pilot,,3,,0,1,78,30,,,
589,питание и защита здоровья,výživa a ochrana zdravia,,2,,0,3,12,19,,,
590,"питание, гигиена, косметика","potraviny, hygiena, kozmetika",,2,,0,3,12,19,,,
591,"питание, гигиена, косметика","potraviny, výživa, kozmetika",,3,,0,1,12,19,,,
592,"питание, косметика и защита здоровья","výživa, kozmetika a ochrana zdravia",,3,,0,1,12,19,,,
593,пищевая агро-промышленность,agropotravinárstvo,,3,,0,1,11,19,,,
594,пищевая гигиена,hygiena potravín,,6,,0,9,113,35,,,
595,пищевая промышленность,potravinárstvo,,3,,0,1,12,19,,,
596,пластмассы в инженерии и пластиковой обработке,plasty v strojárstve a technológie spracovania plastov,,3,,0,1,101,20,27,,
597,поддержание специальных мобильных технологий,údržba špeciálnej mobilnej techniky,,2,,0,3,44,20,,,
598,пожарная защита и безопасность,protipožiarna ochrana a bezpečnosť,,3,,0,1,2,26,,,
599,пожарная защита и безопасность,protipožiarna ochrana a bezpečnosť,,2,,0,3,2,26,,,
600,политология,politológia,,2,,0,4,33,16,,,
601,политология,politológia,,3,,0,1,33,16,,,
602,политология,politológia,,2,,0,4,64,16,,,
603,политология,politológia,,3,,0,1,64,16,,,
604,политология,politológia,,3,,0,1,65,16,,,
605,политология,politológia,,2,,0,4,65,16,,,
606,политология,politológia,,3,,0,1,66,16,,,
607,политология,politológia,,2,,0,4,66,16,,,
608,политология,politológia,,3,,0,1,67,16,,,
609,политология,politológia,,2,,0,4,67,16,,,
610,политология,politológia,,2,,0,4,69,16,,,
611,политология,politológia,,3,,0,1,69,16,,,
612,политология,politológia,,3,,0,1,110,16,,,
613,политология,politológia,,2,,0,4,110,16,,,
614,политология - философия,politológia - filozofia,,3,,0,1,67,16,5,,
615,почвенная экофизиология,pôdna ekofyziológia,,2,,0,4,94,15,,,
616,почтовая инженерия,poštové inžinierstvo,,2,,0,3,34,30,,,
617,право,právo,,2,,0,4,89,4,,,
618,право,právo,,3,,0,1,89,4,,,
619,право,právo,,2,,0,4,90,4,,,
620,право,právo,,3,,0,1,90,4,,,
621,право,právo,,3,,0,1,91,4,,,
622,право,právo,,2,,0,4,91,4,,,
623,право,právo,,4,,0,1,92,4,,,
624,право,právo,,3,,0,1,92,4,,,
625,право,právo,,2,,0,4,92,4,,,
626,право и экономика,právo a ekonómia,,2,,0,4,80,4,2,,
627,право и экономика,právo a ekonómia,,2,,0,4,90,4,2,,
628,православное богословие,pravoslávna teológia,,5,,0,4,93,8,,,
629,предпринимательство,podnikanie,,3,,0,1,25,2,,,
630,преподавание английского языка и литература,učiteľstvo anglického jazyka a literatúry (v kombinácii),,3,,1,1,68,9,,,
631,преподавание английского языка и литература,učiteľstvo anglického jazyka a literatúry (v kombinácii),,2,,1,4,68,9,,,
632,преподавание английского языка и литература,učiteľstvo anglického jazyka a literatúry (v kombinácii),,3,,1,1,85,9,,,
633,преподавание английского языка и литература,učiteľstvo anglického jazyka a literatúry (v kombinácii),,2,,1,4,85,9,,,
634,преподавание английского языка и литература (в комбинации),učiteľstvo anglického jazyka a literatúry (v kombinácii),,3,,1,1,23,9,,,
635,преподавание английского языка и литература (в комбинации),učiteľstvo anglického jazyka a literatúry (v kombinácii),,2,,1,4,23,9,,,
636,преподавание английского языка и литературы,učiteľstvo anglického jazyka a literatúry (v kombinácii),,2,,1,4,63,9,,,
637,преподавание английского языка и литературы,učiteľstvo anglického jazyka a literatúry (v kombinácii),,3,,1,1,63,9,,,
638,преподавание английского языка и литературы,učiteľstvo anglického jazyka a literatúry (v kombinácii),,3,,1,1,64,9,,,
639,преподавание английского языка и литературы,učiteľstvo anglického jazyka a literatúry (v kombinácii),,2,,1,4,64,9,,,
640,преподавание английского языка и литературы,učiteľstvo anglického jazyka a literatúry (v kombinácii),,3,,1,1,66,9,,,
641,преподавание английского языка и литературы,učiteľstvo anglického jazyka a literatúry (v kombinácii),,2,,1,4,67,9,,,
642,преподавание английского языка и литературы,učiteľstvo anglického jazyka a literatúry (v kombinácii),,3,,1,1,67,9,,,
643,преподавание английского языка и литературы,učiteľstvo anglického jazyka a literatúry (v kombinácii),,2,,1,4,69,9,,,
644,преподавание английского языка и литературы,učiteľstvo anglického jazyka a literatúry (v kombinácii),,2,,1,4,84,9,,,
645,преподавание английского языка и литературы,učiteľstvo anglického jazyka a literatúry (v kombinácii),,3,,1,1,84,9,,,
646,преподавание английского языка и литературы,učiteľstvo anglického jazyka a literatúry,,3,,0,1,86,9,,,
647,преподавание английского языка и литературы,učiteľstvo anglického jazyka a literatúry,,2,,0,4,86,9,,,
648,преподавание английского языка и литературы,učiteľstvo anglického jazyka a literatúry (v kombinácii),,3,,1,1,86,9,,,
649,преподавание английского языка и литературы,učiteľstvo anglického jazyka a literatúry (v kombinácii),,2,,1,4,86,9,,,
650,преподавание биологии,učiteľstvo biológie (v kombinácii),,3,,1,1,22,9,,,
651,преподавание биологии,učiteľstvo biológie (v kombinácii),,2,,1,4,22,9,,is_,
652,преподавание биологии,učiteľstvo biológie (v kombinácii),,3,,1,1,36,9,,,
653,преподавание биологии,učiteľstvo biológie (v kombinácii),,2,,1,4,36,9,,,
654,преподавание биологии,učiteľstvo biológie (v kombinácii),,3,,1,1,38,9,,,
655,преподавание биологии,učiteľstvo biológie (v kombinácii),,2,,1,4,38,9,,,
656,преподавание биологии,učiteľstvo biológie (v kombinácii),,2,,1,4,82,9,,,
657,преподавание биологии,učiteľstvo biológie (v kombinácii),,3,,1,1,82,9,,,
658,преподавание биологии,učiteľstvo biológie (v kombinácii),,2,,1,4,94,9,,,
659,преподавание биологии,učiteľstvo biológie (v kombinácii),,3,,1,1,94,9,,,
660,преподавание биологии,učiteľstvo biológie (v kombinácii),,2,,1,4,95,9,,,
661,преподавание биологии (в комбинации),učiteľstvo biológie (v kombinácii),,2,,1,4,84,9,,,
662,преподавание биологии (в комбинации),učiteľstvo biológie (v kombinácii),,3,,1,1,84,9,,,
663,преподавание венгерского языка и литературы,učiteľstvo maďarského jazyka a literatúry (v kombinácii),,3,,1,1,46,9,,,
664,преподавание венгерского языка и литературы,učiteľstvo maďarského jazyka a literatúry (v kombinácii),,2,,1,4,46,9,,,
665,преподавание венгерского языка и литературы,učiteľstvo maďarského jazyka a literatúry (v kombinácii),,2,,1,4,66,9,,,
666,преподавание венгерского языка и литературы,učiteľstvo maďarského jazyka a literatúry (v kombinácii),,3,,1,1,66,9,,,
667,преподавание венгерского языка и литературы,učiteľstvo maďarského jazyka a literatúry (v kombinácii),,3,,1,1,107,9,,,
668,преподавание венгерского языка и литературы,učiteľstvo maďarského jazyka a literatúry (v kombinácii),,2,,1,4,107,9,,,
669,преподавание географии,učiteľstvo geografie (v kombinácii),,2,,1,4,22,9,,,
670,преподавание географии,učiteľstvo geografie (v kombinácii),,3,,1,1,22,9,,,
671,преподавание географии,učiteľstvo geografie (v kombinácii),,2,,1,4,36,9,,,
672,преподавание географии,učiteľstvo geografie (v kombinácii),,3,,1,1,36,9,,,
673,преподавание географии,učiteľstvo geografie (v kombinácii),,2,,1,4,38,9,,,
674,преподавание географии,učiteľstvo geografie (v kombinácii),,3,,1,1,38,9,,,
675,преподавание географии,učiteľstvo geografie (v kombinácii),,2,,1,4,82,9,,,
676,преподавание географии,učiteľstvo geografie (v kombinácii),,3,,1,1,82,9,,,
677,преподавание географии,učiteľstvo geografie (v kombinácii),,3,,1,1,94,9,,,
678,преподавание географии,učiteľstvo geografie (v kombinácii),,2,,1,4,94,9,,,
679,преподавание географии,učiteľstvo geografie (v kombinácii),,2,,1,4,95,9,,,
680,преподавание гражданского воспитания,učiteľstvo výchovy k občianstvu,,2,,0,4,23,9,,,
681,преподавание гражданского воспитания,učiteľstvo výchovy k občianstvu (v kombinácii),,3,,1,1,23,9,,,
682,преподавание гражданского воспитания,učiteľstvo výchovy k občianstvu (v kombinácii),,3,,1,1,64,9,,,
683,преподавание гражданского воспитания,učiteľstvo výchovy k občianstvu (v kombinácii),,2,,1,4,64,9,,,
684,преподавание гражданского воспитания,učiteľstvo výchovy k občianstvu (v kombinácii),,2,,1,4,67,9,,,
685,преподавание гражданского воспитания,učiteľstvo výchovy k občianstvu (v kombinácii),,3,,1,1,67,9,,,
686,преподавание гражданского воспитания,učiteľstvo výchovy k občianstvu (v kombinácii),,2,,1,4,69,9,,,
687,преподавание гражданского воспитания,učiteľstvo výchovy k občianstvu (v kombinácii),,2,,1,4,70,9,,,
688,преподавание гражданского воспитания,učiteľstvo výchovy k občianstvu (v kombinácii),,3,,1,1,70,9,,,
689,преподавание гражданского воспитания,učiteľstvo výchovy k občianstvu (v kombinácii),,2,,1,4,84,9,,,
690,преподавание гражданского воспитания,učiteľstvo výchovy k občianstvu (v kombinácii),,3,,1,1,84,9,,,
691,преподавание гражданского воспитания,učiteľstvo výchovy k občianstvu (v kombinácii),,2,,1,4,85,9,,,
692,преподавание гражданского воспитания,učiteľstvo výchovy k občianstvu (v kombinácii),,3,,1,1,85,9,,,
693,преподавание дексриптивной геометрии,učiteľstvo deskriptívnej geometrie (v kombinácii),,3,,1,1,28,9,,,
694,преподавание дексриптивной геометрии,učiteľstvo deskriptívnej geometrie (v kombinácii),,2,,1,4,28,9,,,
695,преподавание естетического воспитания,učiteľstvo estetickej výchovy (v kombinácii),,2,,1,4,66,9,,,
696,преподавание изобразительного искусства,učiteľstvo výtvarného umenia (v kombinácii),,2,,1,4,64,9,,,
697,преподавание изобразительного искусства,učiteľstvo výtvarného umenia (v kombinácii),,3,,1,1,64,9,,,
698,преподавание изобразительного искусства,učiteľstvo vytvarného umenia (v kombinácii),,3,,1,1,84,9,,,
699,преподавание изобразительного искусства,učiteľstvo výtvarného umenia (v kombinácii),,2,,1,4,84,9,,,
700,преподавание изобразительного искусства,učiteľstvo výtvarného umenia (v kombinácii),,2,,1,4,86,9,,,
701,преподавание изобразительного искусства,učiteľstvo výtvarného umenia (v kombinácii),,3,,1,1,86,9,,,
702,преподавание изобразительных искусств,pedagogika výtvarného umenia,,2,,0,4,84,9,,,
703,преподавание информатики,učiteľstvo informatiky (v kombinácii),,3,,1,1,28,9,,,
704,преподавание информатики,učiteľstvo informatiky (v kombinácii),,2,,1,4,28,9,,,
705,преподавание информатики,učiteľstvo informatiky (v kombinácii),,3,,1,1,36,9,,,
706,преподавание информатики,učiteľstvo informatiky (v kombinácii),,2,,1,4,36,9,,,
707,преподавание информатики,učiteľstvo informatiky (v kombinácii),,2,,1,4,38,9,,,
708,преподавание информатики,učiteľstvo informatiky (v kombinácii),,3,,1,1,38,9,,,
709,преподавание информатики,učiteľstvo informatiky (v kombinácii),,2,,1,4,82,9,,,
710,преподавание информатики,učiteľstvo informatiky (v kombinácii),,3,,1,1,82,9,,,
711,преподавание информатики,učiteľstvo informatiky (v kombinácii),,2,,1,4,84,9,,,
712,преподавание информатики,učiteľstvo informatiky (v kombinácii),,3,,1,1,84,9,,,
713,преподавание информатики,učiteľstvo informatiky (v kombinácii),,2,,1,4,95,9,,,
714,преподавание испанского языка и литературы,učiteľstvo španielskeho jazyka a literatúry (v kombinácii),,2,,1,4,85,9,,,
715,преподавание испанского языка и литературы,učiteľstvo španielskeho jazyka a literatúry (v kombinácii),,3,,1,1,85,9,,,
716,преподавание истории,učiteľstvo histórie (v kombinácii),,3,,1,1,63,9,,,
717,преподавание истории,učiteľstvo histórie (v kombinácii),,2,,1,4,63,9,,,
718,преподавание истории,učiteľstvo dejepisu (v kombinácii),,2,,1,4,64,9,,,
719,преподавание истории,učiteľstvo dejepisu (v kombinácii),,3,,1,1,64,9,,,
720,преподавание истории,učiteľstvo histórie (v kombinácii),,2,,1,4,66,9,,,
